id	DBpedia_URI	album	artist	date
746	http://dbpedia.org/resource/Singing_Bones	Singing Bones	The Handsome Family	7-Oct-03
974	http://dbpedia.org/resource/Cedars_(album)	Cedars	Clearlake	21-Oct-03
807	http://dbpedia.org/resource/Night_Shades	Night Shades	Cobra Starship	29-Aug-11
296	http://dbpedia.org/resource/Season_of_Poison	Season Of Poison	Shiny Toy Guns	4-Nov-08
101	http://dbpedia.org/resource/Keys_to_the_World	Keys To The World	Richard Ashcroft	21-Mar-06
1515	http://dbpedia.org/resource/Diaper_Island	Diaper Island	Chad VanGaalen	17-May-11
164	http://dbpedia.org/resource/20_Y.O.	20 Y.O.	Janet Jackson	26-Sep-06
904	http://dbpedia.org/resource/Emotional_Traffic	Emotional Traffic	Tim McGraw	24-Jan-12
1360	http://dbpedia.org/resource/Street_Horrrsing	Street Horrrsing	Fuck Buttons	18-Mar-08
1473	http://dbpedia.org/resource/Fantasy_Ride	Fantasy Ride	Ciara	5-May-09
846	http://dbpedia.org/resource/Feast_of_Wire	Feast of Wire	Calexico	18-Feb-03
121	http://dbpedia.org/resource/Dark_Roots_of_Earth	Dark Roots of Earth	Testament	31-Jul-12
812	http://dbpedia.org/resource/Signal_Morning	Signal Morning	Circulatory System	8-Sep-09
631	http://dbpedia.org/resource/It's_Blitz!	It's Blitz	Yeah Yeah Yeahs	31-Mar-09
92	http://dbpedia.org/resource/Milk_Cow_Blues	Milk Cow Blues	Willie Nelson	19-Sep-00
555	http://dbpedia.org/resource/High_Dive	High Dive	Maria McKee	22-Apr-03
1188	http://dbpedia.org/resource/Dear_Science	"Dear Science,"	TV on the Radio	23-Sep-08
940	http://dbpedia.org/resource/Strip_Me	Strip Me	Natasha Bedingfield	7-Dec-10
59	http://dbpedia.org/resource/Size_Matters	Size Matters	Helmet	5-Oct-04
1021	http://dbpedia.org/resource/Wake_Up_the_Nation	Wake Up The Nation	Paul Weller	1-Jun-10
366	"http://dbpedia.org/resource/Thunder,_Lightning,_Strike"	"Thunder, Lightning, Strike"	The Go! Team	4-Oct-05
914	http://dbpedia.org/resource/Chickenfoot_III	Chickenfoot III	Chickenfoot	27-Sep-11
75	http://dbpedia.org/resource/Godspeed_on_the_Devil's_Thunder	Godspeed On The Devil's Thunder	Cradle of Filth	28-Oct-08
344	http://dbpedia.org/resource/30_Seconds_to_Mars_(album)	30 Seconds to Mars	Thirty Seconds to Mars	27-Aug-02
1539	http://dbpedia.org/resource/Lotusflower_(album)	Elixer	Bria Valente	29-Mar-09
1461	http://dbpedia.org/resource/Paper_Tigers	Paper Tigers	Caesars	26-Apr-05
543	"http://dbpedia.org/resource/Nostalgia,_Ultra"	"Nostalgia, Ultra."	Frank Ocean	18-Feb-11
879	http://dbpedia.org/resource/Fragments_of_Freedom	Fragments of Freedom	Morcheeba	1-Aug-00
239	http://dbpedia.org/resource/David_Cook_(album)	David Cook	David Cook	18-Nov-08
97	http://dbpedia.org/resource/Nothing_but_the_Beat	Nothing But the Beat	David Guetta	29-Aug-11
418	http://dbpedia.org/resource/Kill_for_Love	Kill For Love	Chromatics	27-Mar-12
594	http://dbpedia.org/resource/Glassheart	Glassheart	Leona Lewis	15-Oct-12
479	"http://dbpedia.org/resource/So_Long,_Astoria"	"So Long, Astoria"	The Ataris	4-Mar-03
368	http://dbpedia.org/resource/Raymond_v._Raymond	Raymond v. Raymond	Usher	30-Mar-10
1436	http://dbpedia.org/resource/Yoshimi_Battles_the_Pink_Robots	Yoshimi Battles The Pink Robots	The Flaming Lips	16-Jul-02
770	http://dbpedia.org/resource/The_Great_Destroyer	The Great Destroyer	Low	25-Jan-05
969	http://dbpedia.org/resource/Blue_Sky_Noise	Blue Sky Noise	Circa Survive	20-Apr-10
1329	http://dbpedia.org/resource/The_Con_(album)	The Con	Tegan and Sara	24-Jul-07
732	http://dbpedia.org/resource/Sing_the_Sorrow	Sing The Sorrow	AFI	11-Mar-03
480	http://dbpedia.org/resource/Lost_and_Safe	Lost And Safe	The Books	5-Apr-05
1027	http://dbpedia.org/resource/Rock_n_Roll_Jesus	Rock N Roll Jesus	Kid Rock	9-Oct-07
815	http://dbpedia.org/resource/Tanglewood_Numbers	Tanglewood Numbers	Silver Jews	18-Oct-05
277	http://dbpedia.org/resource/Black_Tambourine_(album)	Black Tambourine	Black Tambourine	30-Mar-10
453	http://dbpedia.org/resource/Twilight_of_the_Thunder_God	Twilight Of The Thunder God	Amon Amarth	30-Sep-08
1417	"http://dbpedia.org/resource/No_Hope,_No_Future"	"No Hope, No Future"	Good Shoes	25-Jan-10
1290	http://dbpedia.org/resource/So_Amazin'	So Amazin'	Christina Milian	16-May-06
438	http://dbpedia.org/resource/Pawn_Shoppe_Heart	Pawn Shoppe Heart	The Von Bondies	9-Mar-04
1428	http://dbpedia.org/resource/Twelve_Stops_and_Home	Twelve Stops And Home	The Feeling	5-Jun-06
809	http://dbpedia.org/resource/Twisted_Angel	Twisted Angel	LeAnn Rimes	1-Oct-02
979	http://dbpedia.org/resource/Fly_from_Here	Fly from Here	Yes	12-Jul-11
1334	http://dbpedia.org/resource/Since_I_Left_You	Since I Left You	The Avalanches	6-Nov-01
1045	"http://dbpedia.org/resource/We,_the_Vehicles"	We The Vehicles	Maritime	18-Apr-06
409	http://dbpedia.org/resource/The_Colourful_Life	The Colourful Life	Cajun Dance Party	28-Apr-08
737	http://dbpedia.org/resource/Devil's_Playground_(album)	Devil's Playground	Billy Idol	22-Mar-05
91	http://dbpedia.org/resource/The_Angels_of_Light_Sing_'Other_People'	The Angels Of Light Sing 'Other People'	Angels Of Light	22-Mar-05
670	http://dbpedia.org/resource/The_One...Cohesive	The One... Cohesive	G-Side	1-Jan-11
25	http://dbpedia.org/resource/Second_Round's_on_Me	Second Round's On Me	Obie Trice	15-Aug-06
1119	http://dbpedia.org/resource/Righteous_Love	Righteous Love	Joan Osborne	12-Sep-00
3	http://dbpedia.org/resource/The_Besnard_Lakes_Are_the_Roaring_Night	The Besnard Lakes Are The Roaring Night	The Besnard Lakes	9-Mar-10
1183	http://dbpedia.org/resource/Silence_Is_Easy	Silence Is Easy	Starsailor	27-Jan-04
995	http://dbpedia.org/resource/Dark_End_of_the_Street_(album)	Dark End Of The Street [EP]	Cat Power	9-Dec-08
120	http://dbpedia.org/resource/Fin_(album)	Fin	John Talabot	14-Feb-12
1411	http://dbpedia.org/resource/Fever_to_Tell	Fever To Tell	Yeah Yeah Yeahs	29-Apr-03
1566	http://dbpedia.org/resource/Favourite_Worst_Nightmare	Favourite Worst Nightmare	Arctic Monkeys	24-Apr-07
882	http://dbpedia.org/resource/Sweet_and_Wild	Sweet And Wild	Jewel	8-Jun-10
301	http://dbpedia.org/resource/The_Animal_Years	The Animal Years	Josh Ritter	11-Apr-06
354	http://dbpedia.org/resource/Sexor	Sexor	Tiga	6-Feb-06
14	http://dbpedia.org/resource/50_Words_for_Snow	50 Words for Snow	Kate Bush	21-Nov-11
481	http://dbpedia.org/resource/SuperHeavy_(album)	SuperHeavy	Superheavy	20-Sep-11
278	http://dbpedia.org/resource/Yeah_Ghost	Yeah Ghost	Zero 7	29-Sep-09
455	http://dbpedia.org/resource/Blur:_The_Best_Of	The Best Of Blur	Blur	21-Nov-00
1213	http://dbpedia.org/resource/Mad_Season_(album)	Mad Season	Matchbox Twenty	23-May-00
421	http://dbpedia.org/resource/Sagarmatha_(album)	Sagarmatha	The Appleseed Cast	17-Feb-09
982	http://dbpedia.org/resource/Powerballin'	Powerballin'	Chingy	16-Nov-04
760	http://dbpedia.org/resource/Testify_(Phil_Collins_album)	Testify	Phil Collins	12-Nov-02
44	http://dbpedia.org/resource/Do_You_Want_the_Truth_or_Something_Beautiful%3F	Do You Want The Truth Or Something Beautiful?	Paloma Faith	28-Sep-09
444	http://dbpedia.org/resource/New_History_Warfare_Vol._2:_Judges	"New History Warfare, Vol. 2: Judges"	Colin Stetson	22-Feb-11
981	http://dbpedia.org/resource/Truly_She_Is_None_Other	Truly She Is None Other	Holly Golightly	29-Jul-03
715	http://dbpedia.org/resource/Just_Whitney	Just Whitney	Whitney Houston	10-Dec-02
223	http://dbpedia.org/resource/Flaws	Flaws	Bombay Bicycle Club	13-Jul-10
337	http://dbpedia.org/resource/Alegranza_(album)	Alegranza	El Guincho	7-Oct-08
693	http://dbpedia.org/resource/Sounds_from_Nowheresville	Sounds from Nowheresville	The Ting Tings	13-Mar-12
110	http://dbpedia.org/resource/Mikal_Cronin_(album)	Mikal Cronin	Mikal Cronin	20-Sep-11
128	http://dbpedia.org/resource/Bitte_Orca	Bitte Orca	Dirty Projectors	9-Jun-09
635	http://dbpedia.org/resource/Something_for_the_Rest_of_Us	Something for the Rest of Us	Goo Goo Dolls	31-Aug-10
1463	http://dbpedia.org/resource/The_View_from_the_Bottom	The View from the Bottom	Lit	19-Jun-12
1113	http://dbpedia.org/resource/Wind_in_the_Wires	Wind In The Wires	Patrick Wolf	15-Mar-05
1508	http://dbpedia.org/resource/Songs_from_the_Year_of_Our_Demise	Songs From The Year Of Our Demise	Jon Auer	2-May-06
137	http://dbpedia.org/resource/I_Am_Gemini	I Am Gemini	Cursive	21-Feb-12
1099	http://dbpedia.org/resource/Built_from_Scratch	Built From Scratch	The X-Ecutioners	29-Jan-02
1270	http://dbpedia.org/resource/Gary_Go_(album)	Gary Go	Gary Go	15-Sep-09
216	http://dbpedia.org/resource/The_Mix-Up	The Mix-Up	Beastie Boys	26-Jun-07
823	http://dbpedia.org/resource/Undun	Undun	The Roots	6-Dec-11
978	http://dbpedia.org/resource/Panic_of_Girls	Panic of Girls	Blondie	13-Sep-11
502	http://dbpedia.org/resource/Mm.._Food	MM..Food	MF Doom	16-Nov-04
1264	http://dbpedia.org/resource/Kaputt_(album)	Kaputt	Destroyer	25-Jan-11
1574	http://dbpedia.org/resource/Time*_Sex*_Love*	Time* Sex* Love*	Mary Chapin Carpenter	29-May-01
1309	http://dbpedia.org/resource/Symphonicities	Symphonicities	Sting	13-Jul-10
212	http://dbpedia.org/resource/Fragile_Future	Fragile Future	Hawthorne Heights	5-Aug-08
270	http://dbpedia.org/resource/How_I_Got_Over_(album)	How I Got Over	The Roots	22-Jun-10
629	http://dbpedia.org/resource/Lisbon_(album)	Lisbon	The Walkmen	14-Sep-10
1218	http://dbpedia.org/resource/Electronic_Earth	Electronic Earth	Labrinth	2-Apr-12
1550	"http://dbpedia.org/resource/Desperate_Youth,_Blood_Thirsty_Babes"	"Desperate Youth, Blood Thirsty Babes"	TV on the Radio	9-Mar-04
803	http://dbpedia.org/resource/Enter_the_Vaselines	Enter The Vaselines	The Vaselines	5-May-09
1225	http://dbpedia.org/resource/Playing_with_Fire_(Kevin_Federline_album)	Playing With Fire	Kevin Federline	31-Oct-06
41	http://dbpedia.org/resource/Hell_in_a_Handbasket	Hell in a Handbasket	Meat Loaf	13-Mar-12
341	http://dbpedia.org/resource/Midnight_Souvenirs	Midnight Souvenirs	Peter Wolf	6-Apr-10
416	http://dbpedia.org/resource/Augustana_(album)	Augustana	Augustana	26-Apr-11
107	http://dbpedia.org/resource/Gorilla_Manor	Gorilla Manor	Local Natives	16-Feb-10
898	http://dbpedia.org/resource/Democrazy	Democrazy	Damon Albarn	8-Dec-03
735	"http://dbpedia.org/resource/Alright,_Still"	"Alright, Still"	Lily Allen	30-Jan-07
888	http://dbpedia.org/resource/Havoc_and_Bright_Lights	Havoc and Bright Lights	Alanis Morissette	28-Aug-12
612	http://dbpedia.org/resource/Kris_Allen_(album)	Kris Allen	Kris Allen	17-Nov-09
356	http://dbpedia.org/resource/Fantasy_Black_Channel	Fantasy Black Channel	Late Of The Pier	13-Jan-09
1445	http://dbpedia.org/resource/Definition_of_Real	Definition Of Real	Plies	10-Jun-08
819	http://dbpedia.org/resource/Scabdates	Scab Dates	The Mars Volta	8-Nov-05
1003	http://dbpedia.org/resource/Happy_New_Year_(album)	Happy New Year	Oneida	11-Jul-06
1161	http://dbpedia.org/resource/Nobody's_Daughter	Nobody's Daughter	Hole	27-Apr-10
986	http://dbpedia.org/resource/So-Called_Chaos	So-Called Chaos	Alanis Morissette	18-May-04
152	http://dbpedia.org/resource/Confield	Confield	Autechre	15-May-01
912	http://dbpedia.org/resource/Music_Sounds_Better_with_You_(album)	Music Sounds Better With You	Acid House Kings	22-Mar-11
1581	http://dbpedia.org/resource/In_Our_Space_Hero_Suits	In Our Space Hero Suits	Those Dancing Days	6-Oct-08
132	http://dbpedia.org/resource/Untrue	Untrue	Burial	6-Nov-07
561	http://dbpedia.org/resource/Brassbound	Brassbound	The Ordinary Boys	20-Jun-05
939	http://dbpedia.org/resource/The_Head_and_the_Heart_(album)	The Head and the Heart	The Head and the Heart	16-Apr-11
18	http://dbpedia.org/resource/Calamity_(album)	Calamity	The Curtains	24-Oct-06
1245	http://dbpedia.org/resource/Fornever	For(n)ever	Hoobastank	27-Jan-09
1211	http://dbpedia.org/resource/Sad_Sappy_Sucker	Sad Sappy Sucker	Modest Mouse	24-Apr-01
1376	http://dbpedia.org/resource/Dirty_Words	Dirty Words	The Departure	13-Jun-05
1243	http://dbpedia.org/resource/I_Had_the_Blues_But_I_Shook_Them_Loose	I Had the Blues But I Shook Them Loose	Bombay Bicycle Club	6-Jul-09
876	http://dbpedia.org/resource/II_Trill	II Trill	Bun B	20-May-08
1591	http://dbpedia.org/resource/The_Handler	The Handler	Har Mar Superstar	14-Sep-04
1073	http://dbpedia.org/resource/Blues_Dream	Blues Dream	Bill Frisell	30-Jan-01
571	http://dbpedia.org/resource/When_It_All_Goes_South	When It All Goes South	Alabama	16-Jan-01
1459	http://dbpedia.org/resource/Monoliths_&_Dimensions	Monoliths & Dimensions	Sunn O)))	26-May-09
1532	http://dbpedia.org/resource/Sex_Dreams_and_Denim_Jeans	Sex Dreams And Denim Jeans	Uffie	22-Jun-10
716	http://dbpedia.org/resource/XTRMNTR	XTRMNTR	Primal Scream	2-May-00
1201	http://dbpedia.org/resource/Now_Here_Is_Nowhere	Now Here Is Nowhere	Secret Machines	18-May-04
448	http://dbpedia.org/resource/Forever_Abomination	Forever Abomination	Skeletonwitch	11-Oct-11
1234	http://dbpedia.org/resource/Bleed_Like_Me	Bleed Like Me	Garbage	12-Apr-05
358	http://dbpedia.org/resource/Ire_Works	Ire Works	The Dillinger Escape Plan	13-Nov-07
698	http://dbpedia.org/resource/A_Better_Version_of_Me	A Better Version Of Me	Rainer Maria	23-Jan-01
305	http://dbpedia.org/resource/House_of_Balloons	House of Balloons	The Weeknd	21-Mar-11
85	http://dbpedia.org/resource/Dirty_Vegas_(album)	Dirty Vegas	Dirty Vegas	4-Jun-02
148	http://dbpedia.org/resource/Somebody's_Miracle	Somebody's Miracle	Liz Phair	4-Oct-05
234	http://dbpedia.org/resource/Falcon_(album)	Falcon	The Courteeners	22-Feb-10
292	http://dbpedia.org/resource/Black_Swan_(album)	Black Swan	Athlete	2-Mar-10
390	http://dbpedia.org/resource/Come_to_Where_I'm_From	Come to Where I'm From	Joseph Arthur	11-Apr-00
1114	http://dbpedia.org/resource/Tarot_Sport	Tarot Sport	Fuck Buttons	20-Oct-09
922	http://dbpedia.org/resource/Sunny_Border_Blue	Sunny Border Blue	Kristin Hersh	6-Mar-01
206	http://dbpedia.org/resource/Labor_Days	Labor Days	Aesop Rock	18-Sep-01
788	http://dbpedia.org/resource/Laws_of_Illusion	Laws of Illusion	Sarah McLachlan	15-Jun-10
1160	http://dbpedia.org/resource/You_Gotta_Go_There_to_Come_Back	You Gotta Go There To Come Back	Stereophonics	9-Sep-03
1293	"http://dbpedia.org/resource/Walking_Cloud_and_Deep_Red_Sky,_Flag_Fluttered_and_the_Sun_Shined"	"Walking Cloud And Deep Red Sky, Flag Fluttered And The Sun Shined"	Mono	5-Oct-04
1386	http://dbpedia.org/resource/Untouchables_(album)	Untouchables	Korn	11-Jun-02
705	http://dbpedia.org/resource/%22Happy%22_in_Galoshes	Happy In Galoshes	Scott Weiland	25-Nov-08
875	http://dbpedia.org/resource/Mar_Dulce_(album)	Mar Dulce	Bajofondo	15-Jul-08
1024	http://dbpedia.org/resource/Marissa_Nadler_(album)	Marissa Nadler	Marissa Nadler	14-Jun-11
1120	http://dbpedia.org/resource/In_Your_Dreams_(album)	In Your Dreams	Stevie Nicks	3-May-11
24	http://dbpedia.org/resource/Morning_View_Sessions	Morning View	Incubus	23-Oct-01
103	http://dbpedia.org/resource/Crossing_Muddy_Waters	Crossing Muddy Waters	John Hiatt	26-Sep-00
913	http://dbpedia.org/resource/Scissor_Sisters_(album)	Scissor Sisters	Scissor Sisters	27-Jul-04
1381	http://dbpedia.org/resource/Folker	Folker	Paul Westerberg	7-Sep-04
1143	http://dbpedia.org/resource/Faking_the_Books	Faking The Books	Lali Puna	20-Apr-04
755	http://dbpedia.org/resource/Trust_Me_(album)	Trust Me	Craig David	6-May-08
30	http://dbpedia.org/resource/Salival	Salival	Tool	12-Dec-00
1419	http://dbpedia.org/resource/Little_Sparrow	Little Sparrow	Dolly Parton	23-Jan-01
579	http://dbpedia.org/resource/Two_Dancers	Two Dancers	Wild Beasts	8-Sep-09
297	http://dbpedia.org/resource/Young_Man_in_America	Young Man In America	AnaÃ¯s Mitchell	28-Feb-12
1528	http://dbpedia.org/resource/The_Magic_Numbers_(album)	The Magic Numbers	The Magic Numbers	4-Oct-05
1315	http://dbpedia.org/resource/Generation_Freakshow_(album)	Generation Freakshow	Feeder	23-Apr-12
527	http://dbpedia.org/resource/The_Spirit_Indestructible	The Spirit Indestructible	Nelly Furtado	18-Sep-12
747	http://dbpedia.org/resource/Marnie_Stern_(album)	Marnie Stern	Marnie Stern	5-Oct-10
592	http://dbpedia.org/resource/Copia_(album)	Copia	Eluvium	20-Feb-07
1489	http://dbpedia.org/resource/Akron/Family_(album)	Akron/Family	Akron/Family	22-Mar-05
183	http://dbpedia.org/resource/Dilate_(Bardo_Pond_album)	Dilate	Bardo Pond	24-Apr-01
74	http://dbpedia.org/resource/Pull_the_Pin	Pull The Pin	Stereophonics	15-Oct-07
996	http://dbpedia.org/resource/Shobaleader_One:_d'Demonstrator	Shobaleader One: d'Demonstrator	Squarepusher	19-Oct-10
360	http://dbpedia.org/resource/Morningwood_(album)	Morningwood	Morningwood	10-Jan-06
275	http://dbpedia.org/resource/One_Kind_Favor	One Kind Favor	B.B. King	26-Aug-08
187	http://dbpedia.org/resource/Pattern+Grid_World	Pattern + Grid World	Flying Lotus	21-Sep-10
113	http://dbpedia.org/resource/The_Violet_Hour_(album)	The Violet Hour	The Clientele	8-Jul-03
428	http://dbpedia.org/resource/The_Block_(album)	The Block	New Kids on the Block	2-Sep-08
1504	http://dbpedia.org/resource/Sorry_for_Party_Rocking	Sorry for Party Rocking	LMFAO	21-Jun-11
1056	http://dbpedia.org/resource/Jarvis_(album)	Jarvis	Jarvis Cocker	3-Apr-07
568	http://dbpedia.org/resource/Bootleg_Detroit	Bootleg: Detroit	Morphine	26-Sep-00
1117	http://dbpedia.org/resource/Romance_at_Short_Notice	Romance At Short Notice	Dirty Pretty Things	30-Jun-08
378	http://dbpedia.org/resource/Miss_E..._So_Addictive	Miss E... So Addictive	Missy Elliott	15-May-01
250	http://dbpedia.org/resource/Black_Sheep_Boy	Black Sheep Boy	Okkervil River	5-Apr-05
1503	http://dbpedia.org/resource/This_Is_Country_Music	This Is Country Music	Brad Paisley	23-May-11
936	http://dbpedia.org/resource/Money_and_Celebrity	Money and Celebrity	The Subways	19-Sep-11
196	http://dbpedia.org/resource/Charango_(album)	Charango	Morcheeba	16-Jul-02
1166	http://dbpedia.org/resource/Awake_Is_the_New_Sleep	Awake Is The New Sleep	Ben Lee	22-Feb-05
309	http://dbpedia.org/resource/All_6's_and_7's	All 6's and 7's	Tech N9ne	7-Jun-11
471	http://dbpedia.org/resource/Children_Running_Through	Children Running Through	Patty Griffin	6-Feb-07
1363	http://dbpedia.org/resource/The_King_of_Limbs	The King of Limbs	Radiohead	29-Mar-11
1321	http://dbpedia.org/resource/Things_We_Lost_in_the_Fire_(album)	Things We Lost In The Fire	Low	6-Feb-01
151	http://dbpedia.org/resource/Space_Is_Only_Noise	Space Is Only Noise	Nicolas Jaar	28-Jan-11
909	http://dbpedia.org/resource/Born_in_the_U.K.	Born In The U.K.	Badly Drawn Boy	17-Oct-06
94	http://dbpedia.org/resource/A_Hyperactive_Workout_for_the_Flying_Squad	A Hyperactive Workout For The Flying Squad	Ocean Colour Scene	29-Mar-05
219	http://dbpedia.org/resource/Give_Up_the_Ghost_(album)	Give Up The Ghost	Brandi Carlile	6-Oct-09
713	http://dbpedia.org/resource/It_Is_Time_for_a_Love_Revolution	It Is Time For A Love Revolution	Lenny Kravitz	5-Feb-08
1496	http://dbpedia.org/resource/The_Remote_Part	The Remote Part	Idlewild	25-Mar-03
335	http://dbpedia.org/resource/Love_Is_Dead_(Kerli_album)	Love Is Dead	Kerli	8-Jul-08
736	http://dbpedia.org/resource/Hold_On_'til_the_Night	Hold on 'Til the Night	Greyson Chance	2-Aug-11
340	http://dbpedia.org/resource/Turn_on_the_Bright_Lights	Turn On The Bright Lights	Interpol	20-Aug-02
959	http://dbpedia.org/resource/Early_21st_Century_Blues	Early 21st Century Blues	Cowboy Junkies	16-Aug-05
862	http://dbpedia.org/resource/Cripple_Crow	Cripple Crow	Devendra Banhart	13-Sep-05
633	http://dbpedia.org/resource/Figure_8_(album)	Figure 8	Elliott Smith	18-Apr-00
514	http://dbpedia.org/resource/The_Seventh_Seal_(Rakim_album)	The Seventh Seal	Rakim	17-Nov-09
801	http://dbpedia.org/resource/Pause_(album)	Pause	Four Tet	2-Oct-01
1292	http://dbpedia.org/resource/White_Blood_Cells_(album)	White Blood Cells	The White Stripes	3-Jul-01
1584	http://dbpedia.org/resource/Winning_Days	Winning Days	The Vines	23-Mar-04
1260	http://dbpedia.org/resource/Super_Taranta!	Super Taranta!	Gogol Bordello	10-Jul-07
392	http://dbpedia.org/resource/A_Day_Without_Rain	A Day Without Rain	Enya	21-Nov-00
557	http://dbpedia.org/resource/D12_World	D12 World	D12	27-Apr-04
799	http://dbpedia.org/resource/So_Runs_the_World_Away	So Runs The World Away	Josh Ritter	4-May-10
414	http://dbpedia.org/resource/Kisses_on_the_Bottom	Kisses on the Bottom	Paul McCartney	7-Feb-12
1340	http://dbpedia.org/resource/Threes_(album)	Threes	Sparta	24-Oct-06
1157	http://dbpedia.org/resource/Pain_Is_Love	Pain Is Love	Ja Rule	2-Oct-01
1296	http://dbpedia.org/resource/Section.80	Section.80	Kendrick Lamar	2-Jul-11
342	http://dbpedia.org/resource/The_Futureheads_(album)	The Futureheads	The Futureheads	26-Oct-04
1084	http://dbpedia.org/resource/Electric_Circus_(album)	Electric Circus	Common	10-Dec-02
228	http://dbpedia.org/resource/Apologies_to_the_Queen_Mary	Apologies To The Queen Mary	Wolf Parade	27-Sep-05
1229	http://dbpedia.org/resource/This_Kind_of_Love	This Kind Of Love	Carly Simon	29-Apr-08
464	http://dbpedia.org/resource/The_Dirty_South_(album)	The Dirty South	Drive-By Truckers	24-Aug-04
499	http://dbpedia.org/resource/Ferrari_Boyz	Ferrari Boyz	Waka Flocka Flame	9-Aug-11
1599	http://dbpedia.org/resource/The_Cosmos_Rocks	Cosmos Rocks	Queen + Paul Rodgers	28-Oct-08
381	http://dbpedia.org/resource/Apollo_Kids_(album)	Apollo Kids	Ghostface Killah	21-Dec-10
907	http://dbpedia.org/resource/The_Fine_Art_of_Self_Destruction	The Fine Art of Self-Destruction	Jesse Malin	28-Jan-03
1453	http://dbpedia.org/resource/Serena_Maneesh_(album)	Serena-Maneesh	Serena-Maneesh	9-May-06
805	http://dbpedia.org/resource/City_Beach_(album)	City Beach	Jill Cunniff	20-Feb-07
20	http://dbpedia.org/resource/Sound_of_Silver	Sound Of Silver	LCD Soundsystem	20-Mar-07
