id	DBpedia_URI	album	artist	date
746	http://dbpedia.org/resource/Singing_Bones	Singing Bones	The Handsome Family	7-Oct-03
974	http://dbpedia.org/resource/Cedars_(album)	Cedars	Clearlake	21-Oct-03
807	http://dbpedia.org/resource/Night_Shades	Night Shades	Cobra Starship	29-Aug-11
296	http://dbpedia.org/resource/Season_of_Poison	Season Of Poison	Shiny Toy Guns	4-Nov-08
101	http://dbpedia.org/resource/Keys_to_the_World	Keys To The World	Richard Ashcroft	21-Mar-06
1515	http://dbpedia.org/resource/Diaper_Island	Diaper Island	Chad VanGaalen	17-May-11
164	http://dbpedia.org/resource/20_Y.O.	20 Y.O.	Janet Jackson	26-Sep-06
904	http://dbpedia.org/resource/Emotional_Traffic	Emotional Traffic	Tim McGraw	24-Jan-12
1360	http://dbpedia.org/resource/Street_Horrrsing	Street Horrrsing	Fuck Buttons	18-Mar-08
1473	http://dbpedia.org/resource/Fantasy_Ride	Fantasy Ride	Ciara	5-May-09
846	http://dbpedia.org/resource/Feast_of_Wire	Feast of Wire	Calexico	18-Feb-03
121	http://dbpedia.org/resource/Dark_Roots_of_Earth	Dark Roots of Earth	Testament	31-Jul-12
812	http://dbpedia.org/resource/Signal_Morning	Signal Morning	Circulatory System	8-Sep-09
631	http://dbpedia.org/resource/It's_Blitz!	It's Blitz	Yeah Yeah Yeahs	31-Mar-09
92	http://dbpedia.org/resource/Milk_Cow_Blues	Milk Cow Blues	Willie Nelson	19-Sep-00
555	http://dbpedia.org/resource/High_Dive	High Dive	Maria McKee	22-Apr-03
1188	http://dbpedia.org/resource/Dear_Science	"Dear Science,"	TV on the Radio	23-Sep-08
940	http://dbpedia.org/resource/Strip_Me	Strip Me	Natasha Bedingfield	7-Dec-10
59	http://dbpedia.org/resource/Size_Matters	Size Matters	Helmet	5-Oct-04
1021	http://dbpedia.org/resource/Wake_Up_the_Nation	Wake Up The Nation	Paul Weller	1-Jun-10
366	"http://dbpedia.org/resource/Thunder,_Lightning,_Strike"	"Thunder, Lightning, Strike"	The Go! Team	4-Oct-05
914	http://dbpedia.org/resource/Chickenfoot_III	Chickenfoot III	Chickenfoot	27-Sep-11
75	http://dbpedia.org/resource/Godspeed_on_the_Devil's_Thunder	Godspeed On The Devil's Thunder	Cradle of Filth	28-Oct-08
344	http://dbpedia.org/resource/30_Seconds_to_Mars_(album)	30 Seconds to Mars	Thirty Seconds to Mars	27-Aug-02
1539	http://dbpedia.org/resource/Lotusflower_(album)	Elixer	Bria Valente	29-Mar-09
1461	http://dbpedia.org/resource/Paper_Tigers	Paper Tigers	Caesars	26-Apr-05
543	"http://dbpedia.org/resource/Nostalgia,_Ultra"	"Nostalgia, Ultra."	Frank Ocean	18-Feb-11
879	http://dbpedia.org/resource/Fragments_of_Freedom	Fragments of Freedom	Morcheeba	1-Aug-00
239	http://dbpedia.org/resource/David_Cook_(album)	David Cook	David Cook	18-Nov-08
97	http://dbpedia.org/resource/Nothing_but_the_Beat	Nothing But the Beat	David Guetta	29-Aug-11
418	http://dbpedia.org/resource/Kill_for_Love	Kill For Love	Chromatics	27-Mar-12
594	http://dbpedia.org/resource/Glassheart	Glassheart	Leona Lewis	15-Oct-12
479	"http://dbpedia.org/resource/So_Long,_Astoria"	"So Long, Astoria"	The Ataris	4-Mar-03
368	http://dbpedia.org/resource/Raymond_v._Raymond	Raymond v. Raymond	Usher	30-Mar-10
1436	http://dbpedia.org/resource/Yoshimi_Battles_the_Pink_Robots	Yoshimi Battles The Pink Robots	The Flaming Lips	16-Jul-02
770	http://dbpedia.org/resource/The_Great_Destroyer	The Great Destroyer	Low	25-Jan-05
969	http://dbpedia.org/resource/Blue_Sky_Noise	Blue Sky Noise	Circa Survive	20-Apr-10
1329	http://dbpedia.org/resource/The_Con_(album)	The Con	Tegan and Sara	24-Jul-07
732	http://dbpedia.org/resource/Sing_the_Sorrow	Sing The Sorrow	AFI	11-Mar-03
480	http://dbpedia.org/resource/Lost_and_Safe	Lost And Safe	The Books	5-Apr-05
1027	http://dbpedia.org/resource/Rock_n_Roll_Jesus	Rock N Roll Jesus	Kid Rock	9-Oct-07
815	http://dbpedia.org/resource/Tanglewood_Numbers	Tanglewood Numbers	Silver Jews	18-Oct-05
277	http://dbpedia.org/resource/Black_Tambourine_(album)	Black Tambourine	Black Tambourine	30-Mar-10
453	http://dbpedia.org/resource/Twilight_of_the_Thunder_God	Twilight Of The Thunder God	Amon Amarth	30-Sep-08
1417	"http://dbpedia.org/resource/No_Hope,_No_Future"	"No Hope, No Future"	Good Shoes	25-Jan-10
1290	http://dbpedia.org/resource/So_Amazin'	So Amazin'	Christina Milian	16-May-06
438	http://dbpedia.org/resource/Pawn_Shoppe_Heart	Pawn Shoppe Heart	The Von Bondies	9-Mar-04
1428	http://dbpedia.org/resource/Twelve_Stops_and_Home	Twelve Stops And Home	The Feeling	5-Jun-06
809	http://dbpedia.org/resource/Twisted_Angel	Twisted Angel	LeAnn Rimes	1-Oct-02
979	http://dbpedia.org/resource/Fly_from_Here	Fly from Here	Yes	12-Jul-11
1334	http://dbpedia.org/resource/Since_I_Left_You	Since I Left You	The Avalanches	6-Nov-01
1045	"http://dbpedia.org/resource/We,_the_Vehicles"	We The Vehicles	Maritime	18-Apr-06
409	http://dbpedia.org/resource/The_Colourful_Life	The Colourful Life	Cajun Dance Party	28-Apr-08
737	http://dbpedia.org/resource/Devil's_Playground_(album)	Devil's Playground	Billy Idol	22-Mar-05
