id	DBpedia_URI	album	artist	date	rating	label
622	http://dbpedia.org/resource/Wild_Flag_(album)	Wild Flag	Wild Flag	13-Sep-11	83	good
539	http://dbpedia.org/resource/Pushing_the_Senses	Pushing The Senses	Feeder	31-Jan-05	52	bad
1311	http://dbpedia.org/resource/No_Mundane_Options	No Mundane Options	The Paddingtons	3-Nov-08	60	bad
468	http://dbpedia.org/resource/Townes_(album)	Townes	Steve Earle	12-May-09	82	good
1339	http://dbpedia.org/resource/A_French_Kiss_in_the_Chaos	A French Kiss In The Chaos	Reverend and the Makers	27-Jul-09	58	bad
1578	http://dbpedia.org/resource/Dr._No's_Ethiopium	Dr. No's Ethiopium	Oh No	24-Nov-09	84	good
260	http://dbpedia.org/resource/Blood_in_My_Eye	Blood In My Eye	Ja Rule	4-Nov-03	45	bad
1401	http://dbpedia.org/resource/An_Empty_Bliss_Beyond_This_World	An Empty Bliss Beyond This World	The Caretaker	21-Jun-11	82	good
1198	http://dbpedia.org/resource/LCD_Soundsystem_(album)	LCD Soundsystem	LCD Soundsystem	15-Feb-05	86	good
624	http://dbpedia.org/resource/The_Color_Spectrum	The Color Spectrum	The Dear Hunter	14-Jun-11	81	good
1324	http://dbpedia.org/resource/Foundling_(album)	Foundling	David Gray	17-Aug-10	62	bad
973	http://dbpedia.org/resource/Live_Like_You_Were_Dying	Live Like You Were Dying	Tim McGraw	24-Aug-04	61	bad
1341	"http://dbpedia.org/resource/You're_a_Woman,_I'm_a_Machine"	"You're A Woman, I'm A Machine"	Death from Above 1979	26-Oct-04	82	good
1306	http://dbpedia.org/resource/Time_Changes_Everything	Time Changes Everything	John Squire	16-Sep-02	50	bad
917	http://dbpedia.org/resource/The_Time_of_the_Assassins	The Time Of The Assassins	Nickel Eye	27-Jan-09	56	bad
456	http://dbpedia.org/resource/Machine_(EP)	Machine [EP]	Yeah Yeah Yeahs	5-Nov-02	54	bad
675	http://dbpedia.org/resource/Thecontrollersphere	Thecontrollersphere	Of Montreal	26-Apr-11	60	bad
1543	http://dbpedia.org/resource/Strength_in_Numbers_(Calla_album)	Strength In Numbers	Calla	20-Feb-07	62	bad
775	http://dbpedia.org/resource/1991_(EP)	1991 [EP]	Azealia Banks	12-Jun-12	84	good
37	http://dbpedia.org/resource/Cat's_Eyes_(album)	Cat's Eyes	Cat's Eyes	17-May-11	79	good
858	http://dbpedia.org/resource/The_Power_of_Negative_Thinking:_B-Sides_&_Rarities	The Power Of Negative Thinking: B-Sides & Rarities	The Jesus And Mary Chain	30-Sep-08	80	good
877	http://dbpedia.org/resource/The_Verge_(album)	The Verge	There for Tomorrow	28-Jun-11	59	bad
570	http://dbpedia.org/resource/Haywire_(Josh_Turner_album)	Haywire	Josh Turner	9-Feb-10	63	bad
1479	http://dbpedia.org/resource/Only_One_Flo_(Part_1)	"Only 1 Flo, Pt. 1"	Flo Rida	30-Nov-10	55	bad
657	http://dbpedia.org/resource/The_Earth_Is_Not_a_Cold_Dead_Place	The Earth Is Not A Cold Dead Place	Explosions in the Sky	4-Nov-03	86	good
730	http://dbpedia.org/resource/Escapology_(album)	Escapology	Robbie Williams	1-Apr-03	53	bad
31	http://dbpedia.org/resource/Something_to_Die_For	Something to Die For	The Sounds	29-Mar-11	54	bad
989	http://dbpedia.org/resource/Dusk_and_Summer	Dusk And Summer	Dashboard Confessional	27-Jun-06	60	bad
843	http://dbpedia.org/resource/Sugar_Mountain_%E2%80%93_Live_at_Canterbury_House_1968	Sugar Mountain: Live At Canterbury House 1968	Neil Young	20-Nov-08	84	good
794	http://dbpedia.org/resource/Monkey_Business_(album)	Monkey Business	The Black Eyed Peas	7-Jun-05	48	bad
886	http://dbpedia.org/resource/It_Still_Moves	It Still Moves	My Morning Jacket	9-Sep-03	83	good
1312	http://dbpedia.org/resource/The_Facts_of_Life_(album)	The Facts Of Life	Black Box Recorder	20-Mar-01	82	good
1064	http://dbpedia.org/resource/Nine_Types_of_Light	Nine Types of Light	TV on the Radio	12-Apr-11	82	good
967	http://dbpedia.org/resource/From_a_Basement_on_the_Hill	From A Basement On The Hill	Elliott Smith	19-Oct-04	88	good
1086	http://dbpedia.org/resource/Here's_the_Tender_Coming	Here's The Tender Coming	The Unthanks	23-Mar-10	81	good
1207	http://dbpedia.org/resource/The_Intercontinentals	The Intercontinentals	Bill Frisell	15-Apr-03	86	good
193	http://dbpedia.org/resource/No_Said_Date	No Said Date	Masta Killa	1-Jun-04	86	good
532	http://dbpedia.org/resource/Sing_Along_to_Songs_You_Don't_Know	Sing Along To Songs You Don't Know	Mum	22-Sep-09	62	bad
603	http://dbpedia.org/resource/The_Noise_Made_by_People	The Noise Made By People	Broadcast	18-Apr-00	81	good
1330	http://dbpedia.org/resource/The_Lonely_Position_of_Neutral	The Lonely Position of Neutral	Trust Company	23-Jul-02	59	bad
462	http://dbpedia.org/resource/Y_Not	Y Not	Ringo Starr	12-Jan-10	60	bad
1093	http://dbpedia.org/resource/Embryonic	Embryonic	The Flaming Lips	13-Oct-09	81	good
1210	http://dbpedia.org/resource/The_Sweet_Escape	The Sweet Escape	Gwen Stefani	5-Dec-06	58	bad
112	http://dbpedia.org/resource/The_Wanted_(EP)	The Wanted [EP]	The Wanted	24-Apr-12	62	bad
1425	http://dbpedia.org/resource/Charmbracelet	Charmbracelet	Mariah Carey	3-Dec-02	43	bad
339	http://dbpedia.org/resource/Solarized	Solarized	Ian Brown	22-Feb-05	61	bad
1414	http://dbpedia.org/resource/Get_Behind_Me_Satan	Get Behind Me Satan	The White Stripes	7-Jun-05	81	good
1212	http://dbpedia.org/resource/Smoke_Ring_for_My_Halo	Smoke Ring for My Halo	Kurt Vile	8-Mar-11	82	good
1077	http://dbpedia.org/resource/Reanimation	Reanimation	Linkin Park	30-Jul-02	60	bad
469	http://dbpedia.org/resource/Big_Dreams_&_High_Hopes	Big Dreams & High Hopes	Jack Ingram	25-Aug-09	59	bad
645	http://dbpedia.org/resource/Suite_420	Suite #420	Devin The Dude	20-Apr-10	57	bad
1028	http://dbpedia.org/resource/Back_to_Black	Back To Black	Amy Winehouse	13-Mar-07	81	good
1133	http://dbpedia.org/resource/Blood_Money_(Tom_Waits_album)	Blood Money	Tom Waits	7-May-02	84	good
1513	http://dbpedia.org/resource/Love_the_Future	Love The Future	Chester French	21-Apr-09	59	bad
1529	http://dbpedia.org/resource/Reintegration_Time	Reintegration Time	Shout Out Out Out Out	5-May-09	56	bad
1525	http://dbpedia.org/resource/Light_After_Dark	Light After Dark	Clare Maguire	8-Mar-11	50	bad
95	http://dbpedia.org/resource/The_Road_and_the_Radio	The Road And The Radio	Kenny Chesney	8-Nov-05	57	bad
1535	http://dbpedia.org/resource/Lost_in_the_Sound_of_Separation	Lost In The Sound Of Separation	Underoath	2-Sep-08	92	good
1354	http://dbpedia.org/resource/Outta_Sight/Outta_Mind	Outta Sight / Outta Mind	The Datsuns	14-Sep-04	47	bad
1491	http://dbpedia.org/resource/Intimacy:_Album_III	Intimacy: Album III	Kem	17-Aug-10	82	good
186	http://dbpedia.org/resource/Comicopera	Comicopera	Robert Wyatt	9-Oct-07	86	good
1000	"http://dbpedia.org/resource/Rise_and_Fall,_Rage_and_Grace"	"Rise And Fall, Rage And Grace"	The Offspring	17-Jun-08	52	bad
404	http://dbpedia.org/resource/Leave_This_Town	Leave This Town	Daughtry	14-Jul-09	59	bad
1397	http://dbpedia.org/resource/Lost_and_Found_(Mudvayne_album)	Lost And Found	Mudvayne	12-Apr-05	46	bad
830	http://dbpedia.org/resource/Street's_Disciple	Street's Disciple	Nas	30-Nov-04	80	good
71	http://dbpedia.org/resource/Cats_&_Dogs_(Evidence_album)	Cats & Dogs	Evidence	27-Sep-11	79	good
721	http://dbpedia.org/resource/Apocalyptic_Love	Apocalyptic Love	Slash	22-May-12	62	bad
1277	http://dbpedia.org/resource/Earthly_Delights_(album)	Earthly Delights	Lightning Bolt	27-Oct-09	80	good
896	http://dbpedia.org/resource/One_Day_as_a_Lion_(EP)	One Day As A Lion [EP]	One Day As A Lion	22-Jul-08	80	good
975	http://dbpedia.org/resource/Just_Us_Kids	Just Us Kids	James McMurtry	15-Apr-08	82	good
1127	http://dbpedia.org/resource/Pull_Up_Some_Dust_and_Sit_Down	Pull Up Some Dust and Sit Down	Ry Cooder	29-Aug-11	92	good
725	http://dbpedia.org/resource/Ghosts_of_the_Great_Highway	Ghosts Of The Great Highway	Sun Kil Moon	4-Nov-03	84	good
623	http://dbpedia.org/resource/One_Soul_Now	One Soul Now	Cowboy Junkies	8-Jun-04	63	bad
1573	http://dbpedia.org/resource/You_Forgot_It_in_People	You Forgot It In People	Broken Social Scene	3-Jun-03	86	good
240	http://dbpedia.org/resource/These_Are_the_Good_Times_People	These Are The Good Times People	The Presidents Of The United States Of America	11-Mar-08	56	bad
1469	http://dbpedia.org/resource/Wonderful_Rainbow	Wonderful Rainbow	Lightning Bolt	4-Mar-03	81	good
158	http://dbpedia.org/resource/Blood_for_the_Master	Blood for the Master	Goatwhore	14-Feb-12	61	bad
1474	http://dbpedia.org/resource/A_Place_to_Bury_Strangers_(album)	A Place To Bury Strangers	A Place to Bury Strangers	7-Aug-07	80	good
542	http://dbpedia.org/resource/The_Craft_(album)	The Craft	Blackalicious	27-Sep-05	80	good
965	"http://dbpedia.org/resource/Whatever_People_Say_I_Am,_That's_What_I'm_Not"	"Whatever People Say I Am, That's What I'm Not"	Arctic Monkeys	21-Feb-06	82	good
282	http://dbpedia.org/resource/A_Lifetime_of_Temporary_Relief:_10_Years_of_B-Sides_and_Rarities	A Lifetime Of Temporary Relief	Low	20-Jul-04	80	good
662	http://dbpedia.org/resource/The_Lateness_of_the_Hour_(album)	Lateness of the Hour	Alex Clare	8-May-12	58	bad
106	http://dbpedia.org/resource/The_Rebirth_of_Venus	The Rebirth Of Venus	Ben Lee	28-Apr-09	43	bad
706	http://dbpedia.org/resource/Marshall's_House	Marshall's House	John Squire	16-Feb-04	49	bad
433	http://dbpedia.org/resource/Bay_of_Pigs_(EP)	Bay Of Pigs [EP]	Destroyer	18-Aug-09	88	good
1182	http://dbpedia.org/resource/Destroy_Rock_&_Roll	Destroy Rock & Roll	Mylo	7-Feb-06	80	good
491	http://dbpedia.org/resource/Love_on_the_Inside	Love On The Inside	Sugarland	22-Jul-08	83	good
1483	http://dbpedia.org/resource/Bear_Creek_(album)	Bear Creek	Brandi Carlile	5-Jun-12	84	good
1255	http://dbpedia.org/resource/The_Battle_for_Everything	The Battle For Everything	Five For Fighting	3-Feb-04	47	bad
258	http://dbpedia.org/resource/Tassili_(album)	Tassili	Tinariwen	30-Aug-11	80	good
741	http://dbpedia.org/resource/Time_the_Conqueror	Time The Conqueror	Jackson Browne	23-Sep-08	61	bad
494	http://dbpedia.org/resource/Goon_Affiliated	Goon Affiliated	Plies	8-Jun-10	55	bad
23	http://dbpedia.org/resource/Picaresque_(album)	Picaresque	The Decemberists	22-Mar-05	81	good
1524	http://dbpedia.org/resource/Life_Is_Good_(Nas_album)	Life is Good	Nas	17-Jul-12	81	good
665	http://dbpedia.org/resource/Downtown_Church	Downtown Church	Patty Griffin	26-Jan-10	79	good
138	http://dbpedia.org/resource/This_Is_Happening	This Is Happening	LCD Soundsystem	18-May-10	84	good
1252	http://dbpedia.org/resource/The_Private_Press	The Private Press	DJ Shadow	4-Jun-02	81	good
1400	http://dbpedia.org/resource/Welcome_to_Goon_Island	Welcome To Goon Island	XX Teens	30-Sep-08	60	bad
147	http://dbpedia.org/resource/Beyond_the_Neighbourhood	Beyond The Neighbourhood	Athlete	25-Sep-07	48	bad
1549	http://dbpedia.org/resource/The_Sun_and_the_Moon	The Sun And The Moon	The Bravery	22-May-07	62	bad
210	http://dbpedia.org/resource/Razorlight_(album)	Razorlight	Razorlight	22-Aug-06	60	bad
1521	http://dbpedia.org/resource/Modulate_(album)	Modulate	Bob Mould	12-Mar-02	61	bad
536	http://dbpedia.org/resource/Pullhair_Rubeye	Pullhair Rubeye	Avey Tare & Kria Brekkan	24-Apr-07	47	bad
100	http://dbpedia.org/resource/Songs_for_the_Deaf	Songs For The Deaf	Queens of the Stone Age	27-Aug-02	89	good
699	http://dbpedia.org/resource/Staind_(album)	Staind	Staind	13-Sep-11	55	bad
1192	http://dbpedia.org/resource/Not_Your_Kind_of_People	Not Your Kind of People	Garbage	22-May-12	63	bad
1016	http://dbpedia.org/resource/The_Curse_of_Blondie	The Curse Of Blondie	Blondie	6-Apr-04	63	bad
1147	http://dbpedia.org/resource/Multiply_Additions	Multiply	Jamie Lidell	28-Jun-05	84	good
500	http://dbpedia.org/resource/Beautifully_Human:_Words_and_Sounds_Vol._2	Beautifully Human: Words And Sounds Vol. 2	Jill Scott	31-Aug-04	86	good
503	http://dbpedia.org/resource/Robotique_Majestique	Robotique Majestique	Ghostland Observatory	4-Mar-08	61	bad
1298	http://dbpedia.org/resource/Electric_Version	Electric Version	The New Pornographers	6-May-03	82	good
1173	http://dbpedia.org/resource/Modern_Apprentice	Modern Apprentice	Ikara Colt	7-Jun-04	84	good
1054	http://dbpedia.org/resource/Fist_of_God	Fist Of God	MSTRKRFT	17-Mar-09	58	bad
1046	http://dbpedia.org/resource/Screaming_Bloody_Murder	Screaming Bloody Murder	Sum 41	29-Mar-11	47	bad
49	http://dbpedia.org/resource/Purple_Naked_Ladies	Purple Naked Ladies	The Internet	31-Jan-12	55	bad
1265	http://dbpedia.org/resource/Higher_Than_the_Eiffel	Higher Than The Eiffel	Audio Bullys	18-May-10	63	bad
1500	http://dbpedia.org/resource/Celestial_Lineage	Celestial Lineage	Wolves in the Throne Room	13-Sep-11	87	good
222	http://dbpedia.org/resource/Day_I_Forgot	Day I Forgot	Pete Yorn	15-Apr-03	58	bad
1519	http://dbpedia.org/resource/Doggumentary	Doggumentary	Snoop Dogg	29-Mar-11	58	bad
1359	http://dbpedia.org/resource/Body_Language_Live	Body Language	Kylie Minogue	10-Feb-04	62	bad
1392	http://dbpedia.org/resource/The_Ugly_Organ	The Ugly Organ	Cursive	4-Mar-03	85	good
942	http://dbpedia.org/resource/Universal_Pulse	Universal Pulse	311	19-Jul-11	57	bad
135	http://dbpedia.org/resource/Separation_Sunday	Separation Sunday	The Hold Steady	3-May-05	86	good
1058	http://dbpedia.org/resource/Ersatz_GB	Ersatz G.B.	The Fall	22-Nov-11	62	bad
248	"http://dbpedia.org/resource/Game_Tested,_Streets_Approved"	Game Tested Streets Approved	Black Rob	26-Jul-11	62	bad
34	http://dbpedia.org/resource/If_On_a_Winter's_Night...	If On A Winter's Night...	Sting	26-Oct-09	43	bad
230	http://dbpedia.org/resource/Humanoid_(album)	Humanoid	Tokio Hotel	6-Oct-09	57	bad
1079	http://dbpedia.org/resource/Tha_Carter_III	Tha Carter III	Lil Wayne	10-Jun-08	84	good
1273	http://dbpedia.org/resource/Look_to_the_Sky	Look to the Sky	James Iha	17-Sep-12	54	bad
395	http://dbpedia.org/resource/Harmonicraft	Harmonicraft	Torche	24-Apr-12	83	good
162	http://dbpedia.org/resource/The_Last_Romance	The Last Romance	Arab Strap	21-Feb-06	80	good
1209	"http://dbpedia.org/resource/In_Some_Way,_Shape_or_Form"	"In Some Way, Shape, or Form"	Four Year Strong	8-Nov-11	60	bad
290	http://dbpedia.org/resource/The_Blueprint	The Blueprint	Jay-Z	11-Sep-01	88	good
1594	http://dbpedia.org/resource/Matthew_Morrison_(album)	Matthew Morrison	Matthew Morrison	10-May-11	52	bad
800	http://dbpedia.org/resource/About_a_Boy_(soundtrack)	About A Boy [Soundtrack]	Badly Drawn Boy	23-Apr-02	79	good
1051	http://dbpedia.org/resource/Trapped_Animal	Trapped Animal	The Slits	20-Oct-09	59	bad
951	http://dbpedia.org/resource/Shock_Value_II	Timbaland Presents Shock Value	Timbaland	3-Apr-07	54	bad
985	http://dbpedia.org/resource/Release_Therapy	Release Therapy	Ludacris	26-Sep-06	60	bad
1325	http://dbpedia.org/resource/Happy_Songs_for_Happy_People	Happy Songs For Happy People	Mogwai	17-Jun-03	85	good
482	http://dbpedia.org/resource/The_Loudest_Engine	The Loudest Engine	Howling Bells	12-Sep-11	59	bad
742	http://dbpedia.org/resource/Get_Off_on_the_Pain	Get Off On The Pain	Gary Allan	9-Mar-10	84	good
1018	http://dbpedia.org/resource/31_Minutes_to_Takeoff	31 Minutes To Takeoff	Mike Posner	10-Aug-10	58	bad
837	http://dbpedia.org/resource/TSOL_(album)	TSOL	Shad	5-Oct-10	81	good
1246	http://dbpedia.org/resource/Dizzy_Spells_(album)	Dizzy Spells	The Ex	24-Apr-01	82	good
614	http://dbpedia.org/resource/Franz_Ferdinand_(DVD)	Franz Ferdinand	Franz Ferdinand	9-Mar-04	87	good
881	http://dbpedia.org/resource/Red_Devil_Dawn	Red Devil Dawn	Crooked Fingers	21-Jan-03	82	good
1487	http://dbpedia.org/resource/Sycamore_Meadows	Sycamore Meadows	Butch Walker	11-Nov-08	81	good
215	http://dbpedia.org/resource/Dead_Drunk	Dead Drunk	Terrestrial Tones	7-Mar-06	60	bad
1262	http://dbpedia.org/resource/A_New_Tide	A New Tide	Gomez	31-Mar-09	61	bad
192	http://dbpedia.org/resource/Time_(The_Revelator)	Time (The Revelator)	Gillian Welch	31-Jul-01	86	good
1067	http://dbpedia.org/resource/Emotion_&_Commotion	Emotion & Commotion	Jeff Beck	13-Apr-10	58	bad
1302	http://dbpedia.org/resource/Biophilia_(album)	Biophilia	Bj̦rk	11-Oct-11	79	good
554	http://dbpedia.org/resource/Grinderman_2	Grinderman 2	Grinderman	14-Sep-10	83	good
1396	http://dbpedia.org/resource/Here_with_Me_(album)	Here With Me	Holly Williams	16-Jun-09	82	good
1066	http://dbpedia.org/resource/Dark_Days/Light_Years	Dark Days/Light Years	Super Furry Animals	21-Apr-09	84	good
559	http://dbpedia.org/resource/Sepalcure_(album)	Sepalcure	Sepalcure	21-Nov-11	82	good
197	http://dbpedia.org/resource/Black_Cadillac	Black Cadillac	Rosanne Cash	24-Jan-06	84	good
321	http://dbpedia.org/resource/Brass_Knuckles_(album)	Brass Knuckles	Nelly	16-Sep-08	61	bad
892	http://dbpedia.org/resource/Born_Villain	Born Villain	Marilyn Manson	1-May-12	59	bad
367	http://dbpedia.org/resource/These_Are_the_Vistas	These Are The Vistas	The Bad Plus	11-Feb-03	81	good
218	http://dbpedia.org/resource/The_Drift	The Drift	Scott Walker	23-May-06	85	good
972	http://dbpedia.org/resource/Tinted_Windows_(album)	Tinted Windows	Tinted Windows	21-Apr-09	57	bad
1307	http://dbpedia.org/resource/Illinois_(album)	Illinois	Sufjan Stevens	5-Jul-05	90	good
927	http://dbpedia.org/resource/Coexist_(album)	Coexist	The xx	11-Sep-12	79	good
1501	"http://dbpedia.org/resource/Yours_Truly,_Angry_Mob"	"Yours Truly, Angry Mob"	Kaiser Chiefs	27-Mar-07	61	bad
69	http://dbpedia.org/resource/Absolute_Dissent	Absolute Dissent	Killing Joke	22-Nov-10	79	good
109	http://dbpedia.org/resource/David_Archuleta_(album)	David Archuleta	David Archuleta	11-Nov-08	58	bad
29	http://dbpedia.org/resource/Live_from_Dakota	Live From Dakota	Stereophonics	18-Apr-06	58	bad
1593	http://dbpedia.org/resource/Pop_Tune	Pop Tune	Shonen Knife	12-Jun-12	84	good
748	http://dbpedia.org/resource/Raditude	Raditude	Weezer	3-Nov-09	57	bad
1430	http://dbpedia.org/resource/Attak	Attak	KMFDM	19-Mar-02	56	bad
1038	http://dbpedia.org/resource/Street_Halo	Street Halo	Burial	28-Mar-11	85	good
856	http://dbpedia.org/resource/July_Flame	July Flame	Laura Veirs	12-Jan-10	81	good
1582	http://dbpedia.org/resource/Tales_Don't_Tell_Themselves	Tales Don't Tell Themselves	Funeral For A Friend	15-May-07	52	bad
1403	http://dbpedia.org/resource/Miss_Machine	Miss Machine	The Dillinger Escape Plan	20-Jul-04	80	good
487	http://dbpedia.org/resource/Set_Yourself_on_Fire	Set Yourself On Fire	Stars	8-Mar-05	81	good
143	http://dbpedia.org/resource/GhostDeini_the_Great	GhostDeini The Great	Ghostface Killah	16-Dec-08	62	bad
10	http://dbpedia.org/resource/Moment_Bends	Moment Bends	Architecture in Helsinki	3-May-11	61	bad
545	http://dbpedia.org/resource/Hoodstar	Hoodstar	Chingy	19-Sep-06	41	bad
661	http://dbpedia.org/resource/Happiness_(Hurts_album)	Happiness	Hurts	6-Sep-10	58	bad
1373	http://dbpedia.org/resource/The_Tight_Connection	The Tight Connection	I Am The World Trade Center	9-Jul-02	58	bad
38	http://dbpedia.org/resource/Hail_to_the_Thief	Hail To The Thief	Radiohead	10-Jun-03	85	good
1415	http://dbpedia.org/resource/3_Doors_Down_(album)	3 Doors Down	3 Doors Down	20-May-08	55	bad
1167	http://dbpedia.org/resource/Poses_(album)	Poses	Rufus Wainwright	5-Jun-01	82	good
1219	http://dbpedia.org/resource/Cobblestone_Runway	Cobblestone Runway	Ron Sexsmith	8-Oct-02	84	good
551	http://dbpedia.org/resource/Time_for_Annihilation	Time for Annihilation: On the Record and on the Road	Papa Roach	31-Aug-10	58	bad
673	http://dbpedia.org/resource/Gavin_DeGraw_(album)	Gavin DeGraw	Gavin DeGraw	6-May-08	60	bad
65	http://dbpedia.org/resource/The_Seldom_Seen_Kid	The Seldom Seen Kid	Elbow	22-Apr-08	82	good
217	http://dbpedia.org/resource/Rejoicing_in_the_Hands	Rejoicing In The Hands	Devendra Banhart	4-May-04	88	good
1478	http://dbpedia.org/resource/Rather_Ripped	Rather Ripped	Sonic Youth	13-Jun-06	82	good
273	http://dbpedia.org/resource/Based_on_a_T.R.U._Story	Based on a T.R.U. Story	2 Chainz	14-Aug-12	55	bad
1598	http://dbpedia.org/resource/If_Songs_Could_Be_Held	If Songs Could Be Held	Rosie Thomas	13-Sep-05	62	bad
834	http://dbpedia.org/resource/Strawberry_Weed	Strawberry Weed	Caesars	19-Aug-08	56	bad
567	http://dbpedia.org/resource/Leucocyte_(album)	Leucocyte	Esbjorn Svensson Trio	30-Sep-08	83	good
1394	http://dbpedia.org/resource/Tenacious_D_(album)	Tenacious D	Tenacious D	25-Sep-01	85	good
1476	http://dbpedia.org/resource/Tweekend	Tweekend	The Crystal Method	31-Jul-01	62	bad
454	http://dbpedia.org/resource/The_Glass_Passenger	The Glass Passenger	Jack's Mannequin	30-Sep-08	63	bad
175	http://dbpedia.org/resource/Minimum-Maximum	Minimum-Maximum [Live]	Kraftwerk	7-Jun-05	86	good
1159	http://dbpedia.org/resource/Bright_Ideas	Bright Ideas	Portastatic	23-Aug-05	83	good
569	http://dbpedia.org/resource/Timez_Are_Weird_These_Days	Timez Are Weird These Days	Theophilus London	19-Jul-11	61	bad
583	http://dbpedia.org/resource/Love_Remains	Love Remains	How to Dress Well	19-Oct-10	81	good
176	http://dbpedia.org/resource/The_Smell_of_Our_Own	The Smell Of Our Own	The Hidden Cameras	6-May-03	84	good
165	http://dbpedia.org/resource/Jasper_County_(album)	Jasper County	Trisha Yearwood	13-Sep-05	85	good
449	http://dbpedia.org/resource/A_Lively_Mind	A Lively Mind	Paul Oakenfold	6-Jun-06	40	bad
361	http://dbpedia.org/resource/Me_First_(album)	Me First	The Elected	3-Feb-04	80	good
1457	http://dbpedia.org/resource/Less_Than_Human_(album)	Less Than Human	The Juan MacLean	9-Aug-05	81	good
